student_id,login_frequency,avg_study_duration,assignment_delay_days,forum_participation,quiz_score_avg,resource_access_count,missed_deadlines_pct,session_break_freq,burnout_risk
STU-00846,9,4.87,0.21,7,89.07,22,1.65,1.9,0
STU-02490,3,1.12,6.0,1,25.09,1,72.12,10.26,2
STU-01457,7,3.4,3.6,2,59.61,10,22.18,4.05,1
STU-00362,14,4.56,0.15,12,97.91,21,1.87,1.64,0
STU-01566,4,3.05,2.94,3,65.39,6,25.63,4.9,1
STU-02499,1,0.08,7.59,0,47.95,3,55.72,9.88,2
STU-02415,3,0.22,7.29,0,27.52,1,57.22,8.38,2
STU-01835,5,2.19,2.67,5,60.58,6,20.34,4.46,1
STU-01785,4,2.67,3.27,3,63.99,5,25.32,4.05,1
STU-00431,10,3.44,0.35,7,92.09,22,1.27,2.73,1
STU-02310,0,0.09,9.86,1,35.6,3,64.65,9.0,2
STU-00638,12,5.0,0.09,11,86.0,21,1.25,1.53,0
STU-02188,0,0.1,8.09,1,32.09,3,53.79,8.48,2
STU-00652,14,3.85,0.38,9,78.29,17,1.82,1.83,0
STU-00241,10,4.67,0.43,14,89.82,15,7.65,2.37,0
STU-00694,12,3.54,0.1,13,85.77,18,1.91,2.22,0
STU-00071,9,3.84,0.07,10,89.6,16,2.04,1.79,0
STU-02233,3,0.59,7.15,1,31.44,3,53.64,9.33,2
STU-00651,13,5.3,1.2,14,86.43,21,5.37,0.5,0
STU-02019,2,0.95,8.64,0,42.62,2,64.57,9.04,2
STU-00074,9,4.88,0.27,13,85.82,22,0.68,1.59,0
STU-01164,7,2.39,2.5,5,66.65,6,19.79,3.46,1
STU-00351,13,4.26,0.08,7,86.59,18,3.7,2.18,0
STU-02290,3,0.07,7.21,0,44.08,1,70.87,9.17,2
STU-02169,3,1.5,7.36,1,47.7,0,66.8,8.44,2
STU-01099,7,2.84,4.06,5,69.9,8,24.59,5.14,1
STU-01447,4,2.04,3.57,5,59.85,5,29.53,5.26,1
STU-02329,2,0.06,7.04,1,37.58,3,67.52,10.79,2
STU-00077,10,4.49,0.04,10,82.82,15,2.19,1.62,0
STU-00433,13,4.01,0.46,8,93.63,16,1.0,1.3,0
STU-02350,3,1.24,7.17,0,32.51,1,75.12,9.14,2
STU-01293,4,2.96,2.67,4,70.49,7,27.52,5.33,1
STU-00158,12,4.77,0.23,8,89.65,21,2.24,1.96,0
STU-01799,4,1.89,4.44,3,57.91,10,23.72,4.16,1
STU-01406,5,2.78,2.37,2,69.91,7,35.39,5.52,1
STU-02051,3,1.01,6.48,0,23.82,2,65.83,8.17,2
STU-00136,10,5.37,0.22,7,84.88,22,1.06,1.69,0
STU-02138,2,0.77,9.09,0,27.55,2,47.07,10.79,2
STU-01929,2,0.34,8.85,0,19.95,3,57.1,8.36,2
STU-01691,5,1.93,2.41,4,56.5,7,23.33,3.35,2
STU-00868,12,4.77,0.25,11,88.39,19,1.59,2.01,0
STU-01950,0,0.49,8.84,1,41.2,2,50.16,9.79,2
STU-00052,12,5.14,0.25,11,100.0,19,1.88,1.77,0
STU-01901,2,1.5,7.49,0,36.72,3,51.46,8.88,2
STU-00679,14,4.7,0.05,8,92.5,14,2.41,2.42,0
STU-01504,6,3.04,2.11,3,59.35,5,33.69,4.21,1
STU-00290,9,4.4,0.01,10,79.9,14,2.52,1.97,0
STU-02248,0,0.83,6.01,0,34.83,1,52.84,11.34,2
STU-01421,7,3.4,2.0,3,61.6,5,23.79,4.36,1
STU-01603,5,3.12,2.0,2,66.98,5,21.71,6.5,1
STU-00533,10,4.52,0.64,8,86.64,18,2.34,1.31,0
STU-00480,14,4.72,0.09,8,89.8,14,3.26,1.65,0
STU-01404,7,2.22,2.87,2,69.95,9,21.1,4.57,1
STU-01933,0,1.5,6.8,1,42.35,0,47.31,8.84,2
STU-00292,13,5.0,0.17,8,90.88,21,1.48,2.08,0
STU-01722,7,2.69,2.0,3,63.63,10,23.3,4.63,1
STU-01069,7,2.37,3.53,5,64.18,5,24.77,5.13,1
STU-01024,4,2.76,3.21,3,60.17,9,27.53,5.12,1
STU-02180,2,0.84,6.18,0,28.66,0,56.86,8.15,2
STU-02228,3,0.95,9.31,1,42.48,1,70.29,8.82,2
STU-00706,10,4.87,1.05,9,86.55,17,0.8,2.67,0
STU-02035,1,0.31,8.54,0,29.69,3,46.48,8.86,2
STU-00407,9,5.5,0.27,15,90.81,18,0.83,2.0,0
STU-02100,0,1.5,6.56,1,26.07,3,60.1,8.28,2
STU-02024,0,0.36,9.1,1,33.18,0,80.0,10.39,2
STU-02409,2,0.31,6.51,0,39.33,0,72.47,9.02,2
STU-00979,13,3.69,0.31,7,88.8,19,0.55,1.9,0
STU-01746,4,1.67,3.11,5,58.52,8,34.7,5.13,1
STU-01881,3,0.23,8.33,1,33.29,3,59.97,7.0,2
STU-00343,9,5.49,0.08,9,86.31,19,0.32,2.0,0
STU-01991,2,0.07,6.0,1,37.09,1,53.35,11.37,2
STU-02477,3,1.15,6.51,1,39.22,1,50.02,9.01,2
STU-00835,9,4.49,1.11,13,83.85,21,1.18,0.82,0
STU-01453,7,2.41,4.03,4,59.48,7,24.69,3.6,1
STU-00300,14,4.1,1.15,14,84.9,15,2.94,2.48,0
STU-01989,0,0.76,7.29,0,29.65,3,67.78,11.1,1
STU-02294,1,0.18,7.47,0,34.06,0,74.43,8.52,2
STU-00496,12,4.98,0.44,10,89.34,20,2.43,1.4,0
STU-00813,13,5.55,0.13,12,85.18,21,0.63,1.44,0
STU-00930,10,4.45,0.73,15,80.56,14,2.96,2.18,0
STU-01058,6,2.58,2.0,3,65.57,8,28.19,4.59,1
STU-01638,5,2.12,3.97,2,67.87,8,24.54,4.35,1
STU-02456,3,0.94,7.39,0,29.9,2,80.0,8.7,2
STU-00221,14,4.78,0.84,9,91.15,18,2.35,1.4,0
STU-02487,0,0.44,6.36,0,31.01,3,58.81,8.57,1
STU-01660,5,2.6,3.12,4,60.73,7,31.2,4.81,1
STU-00528,12,4.01,0.18,15,81.65,15,0.32,1.59,0
STU-01487,5,2.54,3.59,2,69.67,8,21.35,4.98,1
STU-02376,0,0.5,8.1,1,29.37,1,50.26,8.31,2
STU-01610,6,2.26,3.2,2,69.22,10,29.37,5.14,1
STU-00597,12,4.65,0.62,15,89.43,21,1.57,2.06,0
STU-00085,12,4.53,0.4,15,82.59,15,0.67,0.91,0
STU-02214,1,0.15,7.12,1,38.71,0,63.01,9.72,2
STU-02056,2,0.77,7.77,1,36.89,0,58.63,8.77,2
STU-01962,3,0.01,7.68,0,33.99,1,49.61,8.59,2
STU-01865,5,3.37,3.08,5,56.23,7,25.72,5.7,1
STU-02327,2,0.03,8.26,0,33.57,0,60.19,9.18,2
STU-00462,10,4.27,0.14,14,79.86,21,3.22,1.34,0
STU-00110,9,4.75,0.22,11,86.18,20,0.06,2.39,0
STU-01963,3,1.49,8.17,0,34.22,2,72.75,7.0,2
STU-00355,10,3.58,0.64,9,85.08,19,0.99,1.66,1
STU-00267,12,5.15,0.05,11,93.74,14,2.06,1.37,0
STU-01546,4,2.84,3.29,4,58.53,5,25.99,4.74,1
STU-00531,12,4.93,0.52,12,79.74,18,1.46,0.74,0
STU-02447,0,1.03,8.07,1,39.86,3,56.9,10.9,2
STU-00291,13,5.02,0.74,13,79.92,22,3.59,2.68,0
STU-00606,10,3.41,0.26,10,87.35,14,1.62,1.36,0
STU-01561,7,2.39,3.22,2,65.74,5,25.93,3.77,1
STU-00417,10,4.81,0.21,14,86.8,17,0.71,1.02,0
STU-00473,11,5.56,0.38,8,84.32,22,2.37,1.92,0
STU-00932,9,3.51,0.02,7,80.48,17,3.19,2.2,0
STU-02280,3,0.06,7.11,1,31.72,3,46.28,9.07,2
STU-02420,1,0.44,8.69,0,45.73,2,65.78,11.37,2
STU-00809,10,4.63,0.47,9,93.18,21,0.72,1.7,0
STU-00799,13,4.38,0.32,9,87.89,21,1.22,0.91,0
STU-02492,0,0.37,8.91,1,44.1,1,63.6,8.94,2
STU-00931,9,4.62,0.36,9,79.09,16,0.3,1.22,0
STU-00279,9,3.92,0.36,10,95.24,18,4.1,1.27,0
STU-01518,6,2.89,2.0,5,71.23,8,27.76,3.0,1
STU-00884,12,4.44,0.2,12,86.94,18,1.38,2.46,0
STU-01015,5,1.96,3.73,2,55.48,5,25.51,5.36,1
STU-00019,14,4.77,0.07,15,81.87,22,1.77,1.94,0
STU-01235,4,2.84,3.35,3,58.59,8,22.72,3.83,1
STU-02402,0,0.86,9.13,0,28.38,2,48.77,11.63,2
STU-01973,3,0.02,6.11,1,18.0,3,55.2,7.97,2
STU-01533,7,3.03,2.79,3,60.68,6,16.85,5.45,1
STU-01903,2,1.5,6.11,1,18.94,1,67.04,8.57,2
STU-02134,3,1.35,6.0,1,32.5,2,71.82,7.33,2
STU-01502,4,1.94,4.4,5,63.33,7,34.34,6.07,1
STU-01565,4,1.97,3.19,3,63.26,7,28.48,4.57,1
STU-00220,10,3.95,0.03,12,82.23,14,1.48,1.57,0
STU-00619,9,4.61,0.41,14,88.89,15,0.46,2.44,0
STU-01248,6,2.14,4.05,2,60.95,5,23.13,4.45,1
STU-00304,13,5.18,1.14,15,90.56,15,1.99,2.01,0
STU-01739,7,2.1,2.41,5,64.14,9,31.82,4.13,1
STU-02377,1,1.06,7.85,0,42.41,0,57.65,10.78,2
STU-02009,3,0.64,7.91,1,31.06,3,56.8,7.11,2
STU-02065,1,0.02,8.48,1,32.5,0,68.59,9.43,2
STU-01296,5,2.73,2.86,5,63.91,9,19.85,5.36,1
STU-02202,0,0.01,7.31,0,41.15,3,74.73,9.45,2
STU-00880,10,3.41,0.3,10,89.43,19,0.65,2.22,0
STU-02159,3,0.04,8.77,1,32.58,0,54.95,9.25,2
STU-01006,6,2.73,3.65,5,67.74,10,24.61,4.1,1
STU-01034,6,2.48,3.58,2,64.78,6,23.97,3.94,1
STU-01506,4,2.55,2.95,3,60.1,6,28.52,4.33,1
STU-01054,6,2.28,2.22,3,61.09,5,25.37,4.95,1
STU-01870,6,3.48,3.73,3,58.91,5,17.0,4.49,1
STU-01101,6,2.97,3.78,2,63.98,10,25.54,4.02,2
STU-00193,11,4.6,0.75,9,91.32,14,4.25,2.41,0
STU-00175,11,3.6,0.22,8,87.4,18,1.61,2.07,0
STU-00766,14,4.18,0.17,12,91.08,18,4.25,1.07,0
STU-01379,4,2.84,2.72,4,60.16,9,20.08,3.1,2
STU-01567,7,3.4,3.7,4,61.56,6,30.39,3.62,1
STU-01905,0,0.25,8.05,0,24.28,3,54.88,7.0,2
STU-00701,9,4.51,0.16,7,88.48,19,1.48,2.49,0
STU-00129,12,4.44,0.4,8,84.63,17,0.61,1.56,0
STU-00341,11,5.05,0.37,9,93.57,14,1.73,1.38,0
STU-02128,3,1.26,7.21,1,45.89,1,57.48,9.78,2
STU-00648,11,4.47,0.35,9,85.43,21,0.58,1.65,0
STU-01287,7,2.4,3.39,2,58.6,7,18.14,4.58,1
STU-00308,9,4.63,0.31,12,84.62,21,2.81,1.64,0
STU-00384,10,5.35,0.04,13,88.26,22,3.26,2.11,0
STU-01273,7,1.88,3.24,4,58.96,7,30.76,4.93,1
STU-02315,3,0.3,8.44,0,41.09,0,68.78,9.78,2
STU-01264,6,1.5,2.78,4,61.78,9,31.02,4.15,1
STU-00178,11,4.58,0.3,9,79.92,20,3.82,1.05,0
STU-00427,14,4.27,0.07,9,91.57,20,1.11,1.49,0
STU-00787,14,4.02,0.77,9,80.03,17,1.08,1.9,0
STU-01747,7,1.61,2.51,4,70.87,10,33.12,4.51,1
STU-01100,4,1.93,2.0,5,57.97,9,24.67,4.6,1
STU-02390,1,1.5,7.45,0,40.31,3,46.92,7.0,2
STU-00185,9,4.01,0.1,8,86.06,20,1.97,1.51,0
STU-01592,7,3.5,3.72,4,64.16,6,28.86,4.32,1
STU-01990,0,0.09,8.08,0,33.98,1,63.73,7.74,1
STU-02496,3,0.65,6.0,1,33.51,2,52.86,7.0,2
STU-02286,3,0.71,7.96,1,39.72,1,56.09,7.69,2
STU-01304,5,2.14,2.0,2,73.39,8,20.68,3.86,1
STU-00962,12,4.46,0.47,10,78.14,19,1.21,1.52,1
STU-01640,7,2.3,2.43,3,56.45,9,22.49,4.13,1
STU-00490,14,4.49,0.41,11,87.71,22,0.82,2.3,0
STU-00762,10,3.94,0.02,14,93.31,20,0.44,2.63,0
STU-00810,9,4.12,0.13,13,86.56,20,4.07,1.04,0
STU-02278,1,0.02,6.73,1,25.57,3,70.85,9.78,2
STU-01430,4,2.77,3.22,5,62.17,8,20.71,4.77,1
STU-01658,4,2.51,3.26,4,52.25,7,31.26,4.56,1
STU-01526,5,3.14,4.34,2,61.48,6,32.74,3.72,1
STU-02087,3,0.0,6.34,0,35.85,2,53.13,10.52,2
STU-00119,14,5.28,0.34,14,95.44,20,0.45,2.37,0
STU-01554,5,2.61,3.35,5,64.85,8,20.66,5.05,1
STU-00282,13,4.91,0.06,11,90.43,16,0.85,0.91,0
STU-02186,1,0.12,7.73,0,18.0,0,71.67,8.41,2
STU-02465,0,0.74,7.82,1,36.32,1,59.0,7.0,2
STU-01836,6,2.31,3.77,2,53.82,5,30.23,4.01,1
STU-00650,14,4.67,0.98,7,85.61,18,3.72,1.77,0
STU-00728,13,4.78,1.18,10,82.87,21,0.9,1.5,0
STU-00367,13,5.15,0.07,14,89.33,15,1.76,1.92,0
STU-01352,5,2.72,2.36,5,68.49,8,29.85,3.86,2
STU-00556,14,4.13,0.02,11,78.77,20,2.02,1.04,0
STU-01411,7,2.39,2.0,4,65.95,5,20.03,5.12,1
STU-02281,0,1.5,8.02,1,34.47,2,52.96,8.21,2
STU-01914,1,0.0,8.19,1,41.13,0,70.24,9.76,2
STU-00204,12,3.35,0.18,13,82.04,18,0.73,0.94,0
STU-02114,3,1.08,6.09,1,29.14,3,66.8,7.46,2
STU-00121,13,4.44,0.12,14,78.0,16,0.87,2.44,0
STU-00284,13,3.35,0.72,7,87.68,14,0.89,1.87,0
STU-00576,13,4.87,0.35,9,87.19,19,0.73,2.2,0
STU-01302,5,2.48,4.07,4,62.36,7,28.94,5.14,1
STU-02414,1,0.16,6.47,0,28.45,0,75.28,7.0,2
STU-00276,14,4.26,0.43,9,87.96,19,2.04,1.46,0
STU-00966,13,4.57,0.06,7,94.41,20,0.56,2.63,0
STU-01548,5,2.53,2.63,3,59.18,7,36.44,4.41,2
STU-00361,11,5.63,0.72,9,79.97,16,1.78,1.47,0
STU-01128,4,2.37,3.99,5,58.79,9,31.26,4.56,1
STU-00768,12,4.53,0.42,7,86.02,15,3.29,1.37,0
STU-02004,3,0.07,7.29,1,36.33,2,57.56,10.06,2
STU-01727,6,2.17,3.22,5,60.57,8,29.71,4.91,1
STU-01889,3,0.04,6.64,1,35.82,3,63.54,7.26,2
STU-00287,12,5.12,0.15,8,88.88,15,0.22,1.35,0
STU-02103,1,0.03,7.37,1,37.23,0,74.48,10.88,2
STU-01095,4,1.99,3.05,3,54.4,9,15.47,4.63,1
STU-00889,14,5.53,0.06,12,88.4,20,0.75,2.17,0
STU-00424,12,4.4,0.47,10,85.69,22,3.03,2.9,0
STU-01809,7,2.6,2.55,5,61.37,10,22.21,4.5,1
STU-02348,3,0.03,6.0,0,29.85,2,80.0,8.35,1
STU-01588,5,1.5,3.95,2,60.28,5,17.84,3.58,1
STU-00841,14,4.13,0.21,15,90.45,15,2.45,1.87,1
STU-00066,14,4.12,0.41,9,91.81,22,1.96,1.92,1
STU-01646,7,2.24,3.85,3,62.89,10,19.8,3.0,1
STU-01711,6,2.21,3.44,3,58.26,9,20.3,3.37,1
STU-01458,6,3.26,2.21,2,71.66,9,28.43,3.44,1
STU-01560,4,2.77,2.88,4,60.15,6,24.8,4.64,1
STU-00231,11,4.43,0.15,14,98.05,21,3.56,1.89,0
STU-01576,5,2.02,2.12,5,61.08,10,23.27,4.4,1
STU-01570,6,2.15,3.6,5,64.03,6,25.42,3.87,1
STU-01186,6,2.27,2.35,3,69.25,10,21.94,5.07,1
STU-00890,11,3.83,0.05,15,83.07,17,3.57,2.18,0
STU-01400,6,1.73,2.81,3,73.72,10,21.57,3.0,1
STU-00730,13,4.38,0.36,14,83.1,16,0.45,1.1,0
STU-00737,12,4.7,0.01,8,88.17,16,4.36,2.04,1
STU-01074,7,2.46,3.03,5,61.72,8,23.3,5.33,1
STU-00375,9,4.0,0.06,14,88.57,16,0.88,1.2,1
STU-00760,11,4.52,0.01,11,88.89,16,1.78,1.61,0
STU-02251,1,0.71,7.26,1,36.49,1,50.15,10.39,2
STU-01668,7,2.78,4.3,4,74.0,8,37.0,3.09,1
STU-00298,12,4.43,0.42,12,79.68,19,4.97,1.3,0
STU-00599,10,4.18,0.42,9,86.1,18,0.37,2.1,0
STU-01972,0,0.19,8.25,0,34.49,3,60.63,8.7,2
STU-00100,14,4.75,0.32,10,88.03,15,1.48,2.09,0
STU-01055,5,2.37,2.0,5,65.7,8,28.74,5.55,1
STU-01780,7,1.9,3.09,4,57.86,7,24.19,4.57,1
STU-01238,4,2.06,4.55,5,60.72,6,32.12,4.07,1
STU-00530,10,4.43,0.36,7,78.57,19,2.58,2.31,1
STU-01934,0,1.0,6.24,0,28.67,3,62.09,8.26,2
STU-01613,5,2.79,4.25,3,65.07,5,30.74,6.29,1
STU-01209,7,2.83,3.75,3,65.11,9,22.71,4.31,1
STU-00637,13,4.95,0.14,8,87.69,20,0.36,1.53,0
STU-02197,1,0.2,8.64,0,45.57,2,64.17,7.35,2
STU-00186,10,4.69,0.42,13,84.13,15,1.07,2.11,0
STU-01997,0,0.96,7.07,0,23.97,3,61.67,7.7,2
STU-00945,13,4.39,0.22,9,86.96,16,0.91,1.63,0
STU-01805,5,3.04,3.37,5,65.39,6,26.64,4.13,1
STU-01657,4,2.38,3.18,2,57.87,10,25.77,5.36,1
STU-01779,6,2.21,2.77,4,59.37,7,28.85,3.75,1
STU-00512,12,4.36,0.19,11,84.78,15,1.66,2.13,0
STU-00801,10,4.47,0.36,9,87.93,21,1.05,2.23,0
STU-01135,5,3.01,4.34,5,53.53,10,20.73,4.62,1
STU-01395,4,1.5,4.31,3,61.98,5,15.0,4.71,1
STU-02406,3,0.21,6.92,0,25.31,1,65.94,8.49,2
STU-00608,9,4.58,0.64,14,87.48,18,1.55,2.36,0
STU-01208,5,2.26,2.44,3,60.87,8,15.0,4.31,1
STU-00152,9,4.37,0.18,12,88.91,16,0.49,2.17,1
STU-01558,7,2.63,4.53,5,54.81,6,21.02,5.15,2
STU-00857,13,5.25,0.41,8,92.3,20,1.1,2.12,0
STU-01136,7,1.89,4.38,2,62.38,10,32.96,4.49,1
STU-00875,9,3.98,0.01,15,86.67,21,1.3,1.96,0
STU-02276,1,1.5,7.64,0,44.7,0,68.37,9.36,2
STU-00024,9,4.41,0.49,11,89.21,14,1.81,3.0,0
STU-00159,11,4.13,0.1,9,84.89,21,1.07,2.16,0
STU-00332,13,4.75,0.84,10,84.12,18,8.0,1.77,0
STU-01111,7,2.22,2.0,4,71.83,6,23.77,5.81,1
STU-02388,1,0.84,7.92,1,36.12,0,70.17,10.37,2
STU-01718,6,2.7,2.81,3,60.08,5,27.0,3.44,1
STU-02366,1,0.55,6.91,1,31.51,0,60.22,10.01,2
STU-02450,3,1.5,7.28,0,34.68,3,64.79,8.59,1
STU-00643,10,4.78,0.1,14,92.96,19,3.47,1.52,0
STU-01438,5,3.11,2.73,2,63.08,6,24.81,4.35,1
STU-00312,12,4.48,0.48,10,88.14,14,0.85,1.77,0
STU-00352,9,5.51,0.84,11,86.84,17,1.7,1.83,0
STU-00549,12,3.62,0.12,13,86.03,17,2.52,2.07,0
STU-01745,7,1.86,3.48,4,69.04,6,21.01,4.08,1
STU-01126,7,2.38,3.66,5,56.22,10,22.01,4.21,1
STU-00307,10,4.5,0.56,13,89.79,20,5.39,1.44,0
STU-00288,11,4.4,0.16,13,82.15,14,0.44,1.6,0
STU-00695,14,4.11,0.83,7,89.92,22,3.32,1.68,0
STU-00963,14,4.86,0.13,7,88.46,14,1.46,1.61,0
STU-00631,10,4.38,0.24,9,78.0,14,1.34,0.74,0
STU-01813,4,3.33,4.38,5,59.01,5,24.59,4.32,1
STU-00950,11,6.14,0.32,13,78.0,15,0.28,2.13,0
STU-01390,7,2.53,2.33,3,63.91,8,21.21,3.34,1
STU-00987,13,4.2,0.04,7,85.16,18,1.45,2.47,0
STU-00991,14,6.04,0.03,12,84.38,15,3.56,2.13,0
STU-01591,5,2.19,2.0,2,67.32,10,37.0,3.91,1
STU-00782,14,3.71,0.29,10,86.53,19,0.42,1.9,0
STU-01377,6,2.11,3.21,5,63.29,7,26.34,4.71,1
STU-00837,9,4.96,0.21,14,90.64,16,2.9,1.82,0
STU-01436,4,2.68,3.29,5,60.85,10,33.03,4.61,1
STU-02418,0,0.72,6.68,1,39.75,1,72.81,8.69,2
STU-00014,12,5.0,0.1,13,82.06,14,0.99,2.12,0
STU-01221,5,2.78,3.99,4,56.95,7,31.1,3.79,1
STU-01408,7,2.86,3.4,4,64.08,8,27.02,4.92,1
STU-00515,12,4.33,0.26,8,86.26,20,3.28,1.07,0
STU-00410,11,3.54,0.74,11,91.21,17,2.78,3.0,0
STU-00862,11,4.44,0.03,8,84.59,20,0.86,0.99,0
STU-00314,13,4.45,0.07,14,89.3,19,0.24,2.59,0
STU-01871,4,2.85,4.05,2,52.0,7,26.68,3.26,1
STU-01303,7,1.5,2.51,4,69.92,8,29.41,5.07,1
STU-01280,7,1.9,2.77,2,64.13,7,23.78,3.87,1
STU-02500,1,1.23,7.1,1,37.75,2,62.57,7.18,2
STU-02359,1,1.12,7.4,0,30.0,0,65.08,7.85,2
STU-00383,9,5.3,0.47,10,81.27,19,5.13,1.06,0
STU-01200,7,2.75,3.06,3,65.5,7,32.16,3.2,1
STU-01624,5,2.21,2.87,4,63.21,7,25.31,3.5,1
STU-01878,2,0.68,6.66,1,35.79,3,58.09,9.28,1
STU-01510,5,3.24,2.85,3,60.03,7,25.01,5.04,1
STU-01002,5,2.38,4.5,5,57.7,10,15.0,3.9,0
STU-02241,2,1.46,6.44,1,39.29,2,72.53,8.54,2
STU-00264,10,5.24,0.01,9,93.04,16,1.82,1.98,0
STU-01291,4,1.76,3.04,4,57.26,9,22.49,3.55,1
STU-02160,1,1.0,9.35,1,23.92,1,56.29,10.59,2
STU-01784,6,2.74,2.21,5,64.03,7,25.76,6.06,1
STU-00416,11,4.26,0.81,10,78.0,17,0.94,2.45,0
STU-01114,6,2.5,2.54,2,61.36,7,27.17,4.52,1
STU-00359,13,4.48,0.79,8,78.0,17,1.15,2.27,0
STU-01174,6,2.44,3.02,3,69.7,6,23.39,4.9,1
STU-00009,9,4.6,0.46,12,86.45,17,0.97,2.04,0
STU-02021,3,0.33,8.32,0,30.66,0,69.25,10.49,2
STU-00317,9,4.34,0.08,12,99.8,16,0.83,1.48,0
STU-00305,12,4.1,0.45,7,81.95,20,1.38,1.1,0
STU-00428,12,4.61,0.31,11,87.63,21,1.59,1.72,0
STU-00106,14,3.66,1.07,13,91.02,20,0.97,2.7,0
STU-02045,3,0.36,10.0,0,30.41,0,51.09,7.58,2
STU-00122,13,4.54,0.13,8,88.02,18,7.08,1.81,0
STU-00822,14,3.57,1.07,13,93.86,15,0.59,1.37,0
STU-01553,4,1.67,3.24,3,57.52,10,22.07,3.99,1
STU-02291,3,0.53,6.45,0,34.26,3,76.43,7.11,2
STU-01399,5,2.78,2.4,2,68.94,10,20.32,5.4,1
STU-01776,4,2.66,2.0,2,67.86,9,22.86,3.73,1
STU-02300,1,0.48,8.87,0,26.02,2,65.49,8.41,2
STU-00116,14,5.36,0.04,15,90.16,15,1.91,1.03,0
STU-01514,5,3.5,4.23,3,59.63,7,25.05,3.85,1
STU-00745,9,3.2,0.28,11,90.05,21,3.09,0.66,0
STU-01559,4,2.8,3.57,3,73.07,7,26.82,5.59,1
STU-02334,0,1.05,7.63,0,28.1,3,62.99,11.57,2
STU-00912,13,4.42,0.35,10,86.66,18,1.47,1.2,1
STU-01489,5,1.52,2.91,5,61.69,6,28.74,4.32,1
STU-00673,13,4.27,0.01,9,91.64,14,1.61,1.53,1
STU-02307,2,0.18,9.2,1,23.27,0,64.6,10.18,2
STU-02052,2,0.72,7.73,0,26.72,2,58.63,9.88,2
STU-01641,7,2.2,3.52,3,63.98,8,29.25,4.47,1
STU-00310,12,4.51,0.39,9,89.14,22,3.65,1.22,1
STU-00592,13,4.08,0.23,10,91.85,22,1.17,2.04,0
STU-00463,10,4.65,0.02,14,85.68,20,0.46,2.57,0
STU-01988,0,0.36,8.74,0,41.67,3,63.08,7.51,2
STU-00942,13,5.03,0.12,7,86.36,20,6.3,2.47,0
STU-01648,6,3.01,3.48,5,53.38,7,33.13,3.66,1
STU-02367,1,0.98,8.17,1,37.87,3,67.04,10.59,2
STU-00553,9,5.13,0.14,14,100.0,19,2.13,2.65,0
STU-00088,11,4.12,0.39,12,89.22,17,2.29,1.22,0
STU-00691,11,4.5,0.24,14,86.71,14,0.72,1.57,0
STU-01692,7,2.57,3.13,2,73.06,7,27.28,3.94,1
STU-02413,0,0.02,7.87,1,37.89,3,74.87,10.09,2
STU-01616,5,2.55,2.48,4,68.45,9,32.93,4.69,1
STU-01162,7,2.3,4.41,5,63.67,8,32.15,3.79,1
STU-02421,1,0.0,6.8,1,37.73,1,56.7,10.0,1
STU-01414,4,2.13,2.41,4,56.51,9,25.67,4.03,2
STU-02220,3,0.4,8.27,1,39.94,3,78.4,12.0,2
STU-00544,13,4.13,0.89,8,80.6,17,5.33,0.86,0
STU-01761,7,1.97,2.55,3,63.68,8,25.89,5.67,1
STU-02217,3,0.05,8.66,1,32.98,3,59.36,8.06,2
STU-00495,11,4.68,0.09,10,84.28,21,2.19,1.8,0
STU-00366,12,4.87,1.19,10,93.69,18,1.28,2.46,0
STU-02259,3,0.28,6.0,1,39.63,1,50.99,9.98,2
STU-01551,7,2.09,3.02,4,74.0,9,31.44,3.86,1
STU-00274,13,3.54,0.37,15,89.43,22,0.15,1.76,0
STU-00789,11,4.42,0.05,10,78.0,16,1.62,1.72,0
STU-00072,11,3.96,0.41,10,79.47,22,0.27,2.19,0
STU-01243,7,3.39,3.29,2,66.82,9,27.15,3.64,1
STU-01812,4,2.71,4.18,2,70.38,8,26.87,4.8,1
STU-00064,13,3.79,0.3,15,96.06,19,0.25,1.59,0
STU-00395,14,4.12,0.21,7,91.79,21,1.07,2.0,0
STU-01205,7,2.22,3.1,3,73.79,7,19.73,3.77,1
STU-00344,14,3.0,0.14,11,83.91,20,3.49,0.84,0
STU-01375,4,2.79,2.96,2,54.02,7,23.72,3.23,1
STU-01381,6,2.45,3.24,2,62.94,8,25.01,3.98,1
STU-00501,11,5.02,0.47,9,90.53,18,4.49,1.31,0
STU-01673,7,2.99,2.53,2,62.66,6,23.93,5.96,1
STU-00678,9,5.08,0.46,15,79.78,22,4.54,1.7,1
STU-01028,4,2.23,3.39,5,67.77,9,28.27,5.38,1
STU-01887,2,0.33,7.47,1,29.93,1,59.84,8.55,2
STU-02466,3,0.18,6.81,1,32.46,0,54.95,9.29,2
STU-00273,10,5.1,0.58,14,95.05,22,1.48,2.16,0
STU-02474,2,0.34,6.62,1,36.1,1,54.36,10.91,2
STU-00206,14,4.56,0.39,12,86.1,22,0.21,2.8,1
STU-00734,12,3.09,0.31,14,90.28,15,2.89,3.0,0
STU-00153,13,3.94,0.02,15,79.82,18,3.89,2.36,0
STU-02371,3,0.02,6.74,1,28.05,1,60.86,9.52,1
STU-00558,13,3.96,0.06,7,88.51,17,4.08,2.0,1
STU-00378,11,3.89,0.01,15,87.75,21,3.44,3.0,0
STU-00536,12,4.56,0.04,10,94.52,22,0.96,1.95,0
